,SEASON,CONTESTANT,CONTESTANT_JOB,CONTESTANT_HEIGHT,HEIGHT_DIFF,HEIGHT_BIN,CONTESTANT_HOMETOWN_CITY,SAME_CITY,SAME_STATE,CONTESTANT_HOMETOWN_STATE,CONTESTANT_REGION,SAME_REGION,AGE_DIFF,AGE_DIFF_MEAN_POOL,AGE_DIFF_BACH_POOL,AGE_DIFF_CAT,CONTESTANT_ELIMWEEK,WINNER
139,11,Michele Leavy,Realtor,,,4,South Brunswick,0,1,NJ,N,0,5.0,3.0,8.0,2,2.0,0
140,11,Mallory Simons,Nanny,,,4,Honolulu,0,1,HI,O,0,11.0,-3.0,8.0,2,2.0,0
141,11,Erin Gardner,Publishing sales executive,,,4,Tampa,0,1,FL,S,1,10.0,-2.0,8.0,2,2.0,0
142,11,Jessica Kiss,News anchor,,,4,Lady Lake,0,1,FL,S,1,8.0,0.0,8.0,2,1.0,0
143,11,Juli Gilliam,Law student,,,4,Chicago,0,1,IL,M,0,11.0,-3.0,8.0,2,1.0,0
144,11,Kim Orville,Realtor,,,4,Woodbridge,0,1,CT,N,0,4.0,4.0,8.0,2,1.0,0
145,11,Lori Langley,Biology teacher,,,4,Annapolis,0,1,MD,N,0,2.0,6.0,8.0,2,1.0,0
146,11,Melissa Buschel,Event planner,,,4,Westchester,0,1,NY,N,0,7.0,1.0,8.0,2,1.0,0
147,11,Morgan Becker,Graduate student,,,4,Tempe,0,1,AZ,W,0,11.0,-3.0,8.0,2,1.0,0
148,11,Natalie Velasco,Law student,,,4,Duncanville,0,1,TX,S,1,10.0,-2.0,8.0,2,1.0,0
149,11,Regina Doringa,Account representative,,,4,San Diego,0,1,CA,W,0,4.0,4.0,8.0,2,1.0,0
150,11,Tauni Nessler ,Emergency room nurse,,,4,St. Louis Park,0,1,MN,M,0,4.0,4.0,8.0,2,1.0,0
151,11,Susan Stein,Project analyst,,,4,St. Charles,0,1,IL,M,0,0.0,8.0,8.0,1,1.0,0
152,12,Shayne Lamas,Actress,,,4,Malibu,0,1,CA,W,0,5.0,-4.32,0.6799999999999997,2,,1
153,12,Chelsea Wanstrath,Pharmaceutical sales rep.,,,4,Durango,0,1,CO,W,0,2.0,-1.3200000000000003,0.6799999999999997,2,8.0,0
154,12,Amanda Rantuccio,Account Executive,,,4,Niceville,0,1,FL,S,0,0.0,0.6799999999999997,0.6799999999999997,1,7.0,0
155,12,Noelle Drake,Photographer,,,4,Loveland,0,1,CO,W,0,1.0,-0.3200000000000003,0.6799999999999997,2,6.0,0
156,12,Marshana Ritchie,Fashion designer,,,4,Brooklyn,0,1,NY,N,0,0.0,0.6799999999999997,0.6799999999999997,1,5.0,0
157,12,Robin Canfield,Advertising coordinator,,,4,Holland,0,1,MI,W,0,5.0,-4.32,0.6799999999999997,2,5.0,0
158,12,Ashlee Williss,Singer-songwriter,,,4,Jacksonville Beach,0,1,FL,S,0,5.0,-4.32,0.6799999999999997,2,4.0,0
159,12,Kelly Duncan,Medical sales rep.,,,4,Hollywood,0,1,CA,W,0,2.0,-1.3200000000000003,0.6799999999999997,2,4.0,0
160,12,Holly Durst,Children's book author,,,4,Suffield,0,1,OH,M,0,3.0,-2.3200000000000003,0.6799999999999997,2,4.0,0
161,12,Amy,Nanny,,,4,Stockton,0,1,CA,W,0,5.0,-4.32,0.6799999999999997,2,3.0,0
162,12,Erin Storm,Hot-dog vendor,,,4,Venice,0,1,CA,W,0,-6.0,6.68,0.6799999999999997,0,3.0,0
163,12,Kristine Heffelfinger,Personal trainer,,,4,Dillsburg,0,1,PA,N,0,-6.0,6.68,0.6799999999999997,0,3.0,0
164,12,Carri Perrier,Church marketing rep.,,,4,Oklahoma City,0,1,OK,S,0,2.0,-1.3200000000000003,0.6799999999999997,2,2.0,0
165,12,Erin Harper,Event planner,,,4,Seattle,0,1,WA,W,0,2.0,-1.3200000000000003,0.6799999999999997,2,2.0,0
166,12,Michelle P.,Administrative assistant,,,4,Syracuse,0,1,NY,N,0,-1.0,1.6799999999999997,0.6799999999999997,0,2.0,0
167,12,Alyssa,Biology student,,,4,Boise,0,1,ID,W,0,3.0,-2.3200000000000003,0.6799999999999997,2,1.0,0
168,12,Amanda Petterman,Law student,,,4,LaFollette,0,1,TN,S,0,1.0,-0.3200000000000003,0.6799999999999997,2,1.0,0
169,12,Denise,Attorney and former White House aide,,,4,Washington,0,1,D.C,D.C,0,-3.0,3.6799999999999997,0.6799999999999997,0,1.0,0
170,12,Devon,Makeup artist,,,4,Austin,0,1,TX,S,0,3.0,-2.3200000000000003,0.6799999999999997,2,1.0,0
171,12,Lesley Geyer,Youth minister,,,4,Tampa,0,1,FL,S,0,4.0,-3.3200000000000003,0.6799999999999997,2,1.0,0
172,12,Michele R.,Interior designer,,,4,Laguna Niguel,0,1,CA,W,0,-6.0,6.68,0.6799999999999997,0,1.0,0
173,12,Rebecca,Attorney,,,4,Alamo,0,1,CA,W,0,-3.0,3.6799999999999997,0.6799999999999997,0,1.0,0
174,12,Stacey Elza,Graduate student,,,4,Chicago,0,1,IL,M,0,1.0,-0.3200000000000003,0.6799999999999997,2,1.0,0
175,12,Tamara,Cocktail waitress,,,4,Beverly Hills,0,1,CA,W,0,4.0,-3.3200000000000003,0.6799999999999997,2,1.0,0
176,12,Tiffany,Real estate marketing rep.,,,4,San Francisco,0,1,CA,W,0,-6.0,6.68,0.6799999999999997,0,1.0,0
177,13,Melissa Rycroft,Sales Representative,,,4,Dallas,0,1,TX,S,0,8.0,-1.9200000000000017,6.079999999999998,2,,1
178,13,Molly Malaney,Department Store Buyer,,,4,Brookfield,0,1,WI,M,1,9.0,-2.9200000000000017,6.079999999999998,2,8.0,0
179,13,Jillian Harris,Interior Designer,,,4,"Peace River, Alberta",0,1,,,0,4.0,2.0799999999999983,6.079999999999998,2,7.0,0
180,13,Naomi Rose Crespo,Flight Attendant,,,4,"Carlsbad, California",0,1,,,0,9.0,-2.9200000000000017,6.079999999999998,2,6.0,0
181,13,Stephanie Hogan,Single Mother & Medical Marketing Rep.,,,4,"Huntsville, Alabama",0,1,,,0,-1.0,7.079999999999998,6.079999999999998,0,5.0,0
182,13,Lauren Wanger,Teacher,,,4,"Marlboro, New Jersey",0,1,,,0,6.0,0.0799999999999983,6.079999999999998,2,4.0,0
